03453;Cloppenburg, Landkreis;170682;172632;173980;177701;178564
03454;Emsland, Landkreis;326954;328930;331397;338052;340280
03455;Friesland, Landkreis;98704;98971;98971;100277;100630
03456;Grafschaft Bentheim, Landkreis;137162;137891;138722;141269;141946
03457;Leer, Landkreis;170756;171483;172421;174348;173924
03458;Oldenburg, Landkreis;130890;131467;132091;133913;134621
03459;Osnabrück, Landkreis;358080;359471;361550;366221;366229
03460;Vechta, Landkreis;142814;143698;144805;146924;147751
03461;Wesermarsch, Landkreis;88583;88524;88430;89568;89761
03462;Wittmund, Landkreis;56926;57384;57455;58359;58396
04011;Bremen, kreisfreie Stadt;567559;566573;563290;569396;577026
04012;Bremerhaven, kreisfreie Stadt;113643;113557;113173;115468;114677
05111;Düsseldorf, kreisfreie Stadt;621877;620523;619477;629047;631217
05112;Duisburg, kreisfreie Stadt;498686;495885;495152;502211;503707
05113;Essen, kreisfreie Stadt;582760;582415;579432;584580;586608
05114;Krefeld, kreisfreie Stadt;227417;226844;227050;228426;228550
05116;Mönchengladbach, kreisfreie Stadt;261034;259665;261001;268465;268943
05117;Mülheim an der Ruhr, kreisfreie Stadt;170632;170921;170739;172404;173255
05119;Oberhausen, kreisfreie Stadt;210764;209566;208752;210824;211099
05120;Remscheid, kreisfreie Stadt;111338;111516;111770;112613;112970
05122;Solingen, kreisfreie Stadt;159245;159193;158957;160643;161545
05124;Wuppertal, kreisfreie Stadt;355100;355004;354572;358876;358938
05154;Kleve, Landkreis;312465;313586;314676;319290;321491
05158;Mettmann, Landkreis;485570;484322;484411;489794;490251
05162;Rhein-Kreis Neuss;451730;452001;452496;457264;458722
05166;Viersen, Landkreis;298863;298536;298761;300882;302885
05170;Wesel, Landkreis;459976;460113;460433;465838;467511
05313;Aachen, kreisfreie Stadt (until 2009-10-20);-;-;-;-;-
05314;Bonn, kreisfreie Stadt;329673;330579;331885;336465;335789
05315;Köln, kreisfreie Stadt;1087863;1083498;1073096;1084831;1087353
05316;Leverkusen, kreisfreie Stadt;163729;163905;163851;165748;166414
05334;Städteregion Aachen, Landkreis;557026;556631;556673;562559;564444
05354;Aachen, Landkreis (until 2009-10-20);-;-;-;-;-
05358;Düren, Landkreis;264638;265140;266771;270833;272666
05362;Rhein-Erft-Kreis;470615;469611;471891;478126;480989
05366;Euskirchen, Landkreis;193656;194359;194701;197247;199828
05370;Heinsberg, Landkreis;255555;256458;258306;261833;262656
05374;Oberbergischer Kreis;272057;271699;271621;275404;275735
05378;Rheinisch-Bergischer Kreis;283271;283275;283429;286213;286778
05382;Rhein-Sieg-Kreis;600764;600375;600732;608335;610537
05512;Bottrop, kreisfreie Stadt;117565;117388;117311;118113;118705
05513;Gelsenkirchen, kreisfreie Stadt;259645;259105;260126;263000;265885
05515;Münster, kreisfreie Stadt;315293;316403;317713;320946;322904
05554;Borken, Landkreis;371339;371898;373582;379070;381627
05558;Coesfeld, Landkreis;220586;220712;221352;224692;226160
05562;Recklinghausen, Landkreis;614137;613599;612801;619732;620646
05566;Steinfurt, Landkreis;448220;448197;450176;456464;459195
05570;Warendorf, Landkreis;277840;277417;278176;282263;283295
05711;Bielefeld, kreisfreie Stadt;334195;333509;334002;338332;338410
05754;Gütersloh, Landkreis;364938;364818;366104;371309;372938
05758;Herford, Landkreis;250578;250547;250635;253551;253136
05762;Höxter, Landkreis;140251;139729;139994;141819;141883
05766;Lippe, Landkreis;347514;346970;346151;350588;349781
05770;Minden-Lübbecke, Landkreis;310409;310270;311214;315974;316196
05774;Paderborn, Landkreis;307839;308335;309380;313758;315400
05911;Bochum, kreisfreie Stadt;365587;364454;363441;365742;366385
05913;Dortmund, kreisfreie Stadt;588250;587696;586852;593317;595471
05914;Hagen, kreisfreie Stadt;188686;188687;188713;189783;190490
05915;Hamm, kreisfreie Stadt;179916;178967;179238;180849;180761
05916;Herne, kreisfreie Stadt;156449;156940;156621;157368;157896
05954;Ennepe-Ruhr-Kreis;324106;323130;322143;325193;324946
05958;Hochsauerlandkreis;259777;259030;258615;261647;261774
05962;Märkischer Kreis;410222;408662;406793;410346;408579
05966;Olpe, Landkreis;133955;133362;133120;134439;134332
05970;Siegen-Wittgenstein, Landkreis;276944;275491;274342;277136;276625
05974;Soest, Landkreis;301785;301016;302298;306068;306674
05978;Unna, Landkreis;394891;393618;393063;398866;399447
06411;Darmstadt, kreisfreie Stadt;159878;159174;159631;162243;164792
06412;Frankfurt am Main, kreisfreie Stadt;763380;764104;759224;773068;775790
06413;Offenbach am Main, kreisfreie Stadt;130280;130892;131295;134170;135490
06414;Wiesbaden, kreisfreie Stadt;278474;278609;278950;283083;285522
06431;Bergstraße, Landkreis;270340;271015;271166;275205;276295
06432;Darmstadt-Dieburg, Landkreis;297844;297701;296900;300658;301827
06433;Groß-Gerau, Landkreis;275726;275807;276307;280308;281712
06434;Hochtaunuskreis;236914;237281;237041;239488;241449
06435;Main-Kinzig-Kreis;420552;421689;423465;430838;434002
06436;Main-Taunus-Kreis;238558;239264;239276;242420;243307
06437;Odenwaldkreis;96703;96754;96953;97577;97182
06438;Offenbach, Landkreis;355813;356542;357466;362137;364457
06439;Rheingau-Taunus-Kreis;187160;187433;187229;189614;189918
06440;Wetteraukreis;308339;310353;311661;317298;318559
06531;Gießen, Landkreis;270688;271667;272874;278664;280268
06532;Lahn-Dill-Kreis;253319;253373;253364;257289;258488
06533;Limburg-Weilburg, Landkreis;171912;172291;172759;174884;175690
06534;Marburg-Biedenkopf, Landkreis;247084;245903;246097;249684;250441
06535;Vogelsbergkreis;105643;105506;105671;106833;106792
06611;Kassel, kreisfreie Stadt;202137;201048;200406;204202;204687
06631;Fulda, Landkreis;223145;223023;223572;227456;228713
06632;Hersfeld-Rotenburg, Landkreis;120719;120304;120163;121566;121348
06633;Kassel, Landkreis;236764;237007;237268;240718;241095
06634;Schwalm-Eder-Kreis;179673;179840;180052;182595;183501
06635;Waldeck-Frankenberg, Landkreis;156406;156528;156513;159154;159189
06636;Werra-Meißner-Kreis;100629;100046;99714;100208;100215
07111;Koblenz, kreisfreie Stadt;114052;113388;113638;115268;115298
07131;Ahrweiler, Landkreis;130086;130479;128146;128161;128741
07132;Altenkirchen (Westerwald), Landkreis;128805;129087;129261;131467;131907
07133;Bad Kreuznach, Landkreis;158345;158746;159402;161307;161852
07134;Birkenfeld, Landkreis;80951;80830;80849;81760;81918
07135;Cochem-Zell, Landkreis;61375;61578;61735;62666;62669
07137;Mayen-Koblenz, Landkreis;214434;214786;215446;218210;219001
07138;Neuwied, Landkreis;182811;183131;184390;187440;188139
07140;Rhein-Hunsrück-Kreis;103163;103401;103767;105566;106227
07141;Rhein-Lahn-Kreis;122297;122574;122724;124381;124796
07143;Westerwaldkreis;201904;202830;203831;206282;206709
07211;Trier, kreisfreie Stadt;111528;110674;110570;112195;112737
07231;Bernkastel-Wittlich, Landkreis;112483;112685;113194;115099;115083
07232;Eifelkreis Bitburg-Prüm;99058;100055;100959;103642;104435
07233;Vulkaneifel, Landkreis;60646;60491;60882;61769;61912
07235;Trier-Saarburg, Landkreis;149398;150533;151167;153860;153814
07311;Frankenthal (Pfalz), kreisfreie Stadt;48762;48750;48773;49051;49122
07312;Kaiserslautern, kreisfreie Stadt;100030;99662;99292;101228;101486
07313;Landau in der Pfalz, kreisfreie Stadt;46881;46685;46919;47610;48341
07314;Ludwigshafen am Rhein, kreisfreie Stadt;172253;172557;172145;174265;176110
07315;Mainz, kreisfreie Stadt;218578;217123;217556;220552;222889
07316;Neustadt an der Weinstraße, kreisfreie Stadt;53264;53306;53491;53981;53920
07317;Pirmasens, kreisfreie Stadt;40231;40176;40054;40682;40941
07318;Speyer, kreisfreie Stadt;50561;50741;50565;51368;51203
07319;Worms, kreisfreie Stadt;83542;83459;83850;84646;85609
07320;Zweibrücken, kreisfreie Stadt;34193;34001;34091;34534;34613
07331;Alzey-Worms, Landkreis;129687;130715;131330;132536;133430
07332;Bad Dürkheim, Landkreis;132671;133004;133206;134546;134711
07333;Donnersbergkreis;75325;75539;75569;76208;76088
07334;Germersheim, Landkreis;129013;129006;129313;130793;131492
07335;Kaiserslautern, Landkreis;105979;106320;106853;108216;108540
07336;Kusel, Landkreis;70219;70105;69949;71462;71140
07337;Südliche Weinstraße, Landkreis;110521;110783;111279;112631;112894
07338;Rhein-Pfalz-Kreis;154609;154754;155050;155921;156346
07339;Mainz-Bingen, Landkreis;211417;211525;212420;214948;215286
07340;Südwestpfalz, Landkreis;94831;94912;94819;94899;94912
08111;Stuttgart, kreisfreie Stadt;635911;630305;626275;632865;633484
08115;Böblingen, Landkreis;392807;392898;393195;398528;401318
08116;Esslingen, Landkreis;535024;533617;533388;540226;542582
08117;Göppingen, Landkreis;258145;258781;259046;261857;263706
08118;Ludwigsburg, Landkreis;545423;544971;544679;551051;553689
08119;Rems-Murr-Kreis;427248;427286;427316;432397;434369
08121;Heilbronn, kreisfreie Stadt;126592;126458;125613;128334;130093
08125;Heilbronn, Landkreis;344456;346363;347798;353283;355359
08126;Hohenlohekreis;112655;112765;113318;115063;115796
08127;Schwäbisch Hall, Landkreis;196761;197860;199398;202834;204721
08128;Main-Tauber-Kreis;132399;132684;132956;134745;135371
08135;Heidenheim, Landkreis;132777;132812;132958;135035;135470
08136;Ostalbkreis;314025;314294;315009;319631;320436
08211;Baden-Baden, kreisfreie Stadt;55185;55449;55527;57025;57420
08212;Karlsruhe, kreisfreie Stadt;312060;308436;306502;308707;309964
08215;Karlsruhe, Landkreis;445101;446852;448487;454613;456392
08216;Rastatt, Landkreis;231420;232091;232296;234981;235542
08221;Heidelberg, kreisfreie Stadt;161485;158741;159245;162273;162960
08222;Mannheim, kreisfreie Stadt;310658;309721;311831;315554;316877
08225;Neckar-Odenwald-Kreis;143633;143797;143929;145493;146070
08226;Rhein-Neckar-Kreis;548355;548233;549030;555352;556645
08231;Pforzheim, kreisfreie Stadt;125957;126016;125529;127849;128992
08235;Calw, Landkreis;159201;160149;160686;162853;163838
08236;Enzkreis;199556;199752;200237;202536;203409
08237;Freudenstadt, Landkreis;118243;118364;119183;121164;121584
08311;Freiburg im Breisgau, kreisfreie Stadt;231195;230940;231848;236140;237244
08315;Breisgau-Hochschwarzwald, Landkreis;263601;264867;265792;269948;272194
08316;Emmendingen, Landkreis;166408;166862;167945;170996;172392
08317;Ortenaukreis;430953;432580;434535;441885;444390
08325;Rottweil, Landkreis;139878;140166;140446;142593;142963
08326;Schwarzwald-Baar-Kreis;212506;212872;213385;217181;218780
08327;Tuttlingen, Landkreis;140766;141682;142414;144891;146124
08335;Konstanz, Landkreis;286305;286876;288097;292568;294176
08336;Lörrach, Landkreis;228736;228842;229445;233027;234909
08337;Waldshut, Landkreis;171003;171237;171249;173460;174391
08415;Reutlingen, Landkreis;287034;287497;288158;291696;293624
08416;Tübingen, Landkreis;228678;228471;229806;232803;234649
08417;Zollernalbkreis;189363;189862;190545;193235;193712
08421;Ulm, kreisfreie Stadt;126790;126405;126949;128928;129942
08425;Alb-Donau-Kreis;197076;198204;199732;202476;203873
08426;Biberach, Landkreis;201282;202250;203244;206513;208203
08435;Bodenseekreis;217470;217901;218885;222712;224200
08436;Ravensburg, Landkreis;285424;285888;287011;290911;293148
08437;Sigmaringen, Landkreis;130849;130946;131725;134045;134259
09161;Ingolstadt, kreisfreie Stadt;137392;136952;138016;141029;142308
09162;München, kreisfreie Stadt;1484226;1488202;1487708;1512491;1510378
09163;Rosenheim, kreisfreie Stadt;63551;63591;63508;64403;65192
09171;Altötting, Landkreis;111516;111654;112116;113798;114459
09172;Berchtesgadener Land, Landkreis;105929;106327;106389;107667;108315
09173;Bad Tölz-Wolfratshausen, Landkreis;127917;128212;127919;129511;130182
09174;Dachau, Landkreis;154899;155117;155449;156982;157813
09175;Ebersberg, Landkreis;143649;144091;144562;146830;147559
09176;Eichstätt, Landkreis;132881;133169;133634;135591;136565
09177;Erding, Landkreis;138182;138891;139622;141680;142540
09178;Freising, Landkreis;180007;180313;181144;184433;186276
09179;Fürstenfeldbruck, Landkreis;219311;218740;218579;221612;222932
09180;Garmisch-Partenkirchen, Landkreis;88424;88279;88232;88840;88748
09181;Landsberg am Lech, Landkreis;120302;121019;121466;123032;124311
09182;Miesbach, Landkreis;100010;100183;99978;101346;101451
09183;Mühldorf am Inn, Landkreis;115872;116483;117606;119878;120732
09184;München, Landkreis;350473;349685;349837;355890;358480
09185;Neuburg-Schrobenhausen, Landkreis;97303;97730;98503;99957;101109
09186;Pfaffenhofen an der Ilm, Landkreis;128227;129128;129772;132082;132966
09187;Rosenheim, Landkreis;261330;261721;263367;266945;268391
09188;Starnberg, Landkreis;136667;136610;136747;138785;139067
09189;Traunstein, Landkreis;177319;177485;178447;180779;181763
09190;Weilheim-Schongau, Landkreis;135478;136134;136642;138208;139401
09261;Landshut, kreisfreie Stadt;73411;73065;73150;75457;75272
09262;Passau, kreisfreie Stadt;52803;52415;53093;53907;54401
09263;Straubing, kreisfreie Stadt;47791;47612;47854;49164;49775
09271;Deggendorf, Landkreis;119478;119479;120521;122121;123129
09272;Freyung-Grafenau, Landkreis;78362;78355;78632;79286;79603
09273;Kelheim, Landkreis;123058;123390;123899;125701;126539
09274;Landshut, Landkreis;159895;161191;162331;164773;165608
09275;Passau, Landkreis;192656;193454;194090;196963;197863
09276;Regen, Landkreis;77410;77313;77176;78035;77940
09277;Rottal-Inn, Landkreis;121502;121800;122252;124436;124911
09278;Straubing-Bogen, Landkreis;101120;101745;102398;103806;104167
09279;Dingolfing-Landau, Landkreis;96683;97244;98045;100306;101477
09361;Amberg, kreisfreie Stadt;42207;42052;41994;42534;42676
09362;Regensburg, kreisfreie Stadt;153094;152270;153542;157443;159465
09363;Weiden in der Oberpfalz, kreisfreie Stadt;42743;42535;42472;43052;43188
09371;Amberg-Sulzbach, Landkreis;103049;102998;103277;104436;104914
09372;Cham, Landkreis;127998;128094;128444;130193;130946
09373;Neumarkt in der Oberpfalz, Landkreis;134573;135225;136062;138086;139277
09374;Neustadt an der Waldnaab, Landkreis;94450;94645;94838;95954;96400
09375;Regensburg, Landkreis;194070;194275;195225;198160;200264
09376;Schwandorf, Landkreis;147872;148477;149239;151711;152284
09377;Tirschenreuth, Landkreis;72046;71696;71648;72172;72147
09461;Bamberg, kreisfreie Stadt;77373;76674;77749;79935;80580
09462;Bayreuth, kreisfreie Stadt;74783;74048;73909;74506;74907
09463;Coburg, kreisfreie Stadt;41072;40842;40955;41842;42139
09464;Hof, kreisfreie Stadt;45825;45173;45125;46656;46963
09471;Bamberg, Landkreis;147163;147497;147697;149122;149823
09472;Bayreuth, Landkreis;103664;103679;103648;104702;104843
09473;Coburg, Landkreis;86747;86571;86544;87103;87259
09474;Forchheim, Landkreis;116203;116600;116753;117948;118725
09475;Hof, Landkreis;94801;94522;93907;94589;94333
09476;Kronach, Landkreis;66743;66355;66091;66393;66294
09477;Kulmbach, Landkreis;71566;71428;71328;71653;71956
09478;Lichtenfels, Landkreis;66776;66722;66741;67328;67555
09479;Wunsiedel im Fichtelgebirge, Landkreis;72655;71974;71482;72006;71972
09561;Ansbach, kreisfreie Stadt;41798;41681;41662;42221;42311
09562;Erlangen, kreisfreie Stadt;112528;112385;113292;116562;117806
09563;Fürth, kreisfreie Stadt;128497;128223;129122;131433;132032
09564;Nürnberg, kreisfreie Stadt;518370;515543;510632;523026;526091
09565;Schwabach, kreisfreie Stadt;40981;41056;41146;41227;41380
09571;Ansbach, Landkreis;184591;185316;186279;188623;189517
09572;Erlangen-Höchstadt, Landkreis;137262;138105;139323;140994;141517
09573;Fürth, Landkreis;117853;118695;119432;119923;119826
09574;Nürnberger Land, Landkreis;170792;171143;171424;172665;172941
09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;101014;101272;101788;103303;103654
09576;Roth, Landkreis;126749;127168;127520;128694;129595
09577;Weißenburg-Gunzenhausen, Landkreis;94734;95117;95523;97120;97276
09661;Aschaffenburg, kreisfreie Stadt;71002;70858;71381;72444;72918
09662;Schweinfurt, kreisfreie Stadt;53426;53319;53585;54675;55067
09663;Würzburg, kreisfreie Stadt;127934;126954;126933;127810;128246
09671;Aschaffenburg, Landkreis;174200;174658;174965;176958;177056
09672;Bad Kissingen, Landkreis;103235;103169;103454;104567;104898
09673;Rhön-Grabfeld, Landkreis;79635;79510;79376;80341;80544
09674;Haßberge, Landkreis;84384;84275;84284;84984;85371
09675;Kitzingen, Landkreis;91155;91696;91980;93247;93818
09676;Miltenberg, Landkreis;128743;128743;128782;129835;130363
09677;Main-Spessart, Landkreis;126158;125976;126105;127132;127642
09678;Schweinfurt, Landkreis;115445;115652;116134;117044;116653
09679;Würzburg, Landkreis;162302;162697;163534;165339;165921
09761;Augsburg, kreisfreie Stadt;296582;295830;296478;301033;303150
09762;Kaufbeuren, kreisfreie Stadt;44398;44662;45118;45792;46386
09763;Kempten (Allgäu), kreisfreie Stadt;69151;68940;69053;70056;70713
09764;Memmingen, kreisfreie Stadt;44100;44360;44721;45857;46178
09771;Aichach-Friedberg, Landkreis;134655;135024;135538;137334;138607
09772;Augsburg, Landkreis;253468;255900;257790;261342;263578
09773;Dillingen an der Donau, Landkreis;96562;97172;97985;99109;100141
09774;Günzburg, Landkreis;127027;127342;128436;130112;131375
09775;Neu-Ulm, Landkreis;175204;175823;177330;180425;182600
09776;Lindau (Bodensee), Landkreis;81981;82085;82330;83393;83671
09777;Ostallgäu, Landkreis;141182;141907;143236;145378;146302
09778;Unterallgäu, Landkreis;145341;146164;147776;150068;151838
09779;Donau-Ries, Landkreis;133783;134324;134986;137137;137971
09780;Oberallgäu, Landkreis;156008;156308;157202;158942;159576
10041;Regionalverband Saarbrücken, Landkreis;328714;327502;327284;330848;332427
10042;Merzig-Wadern, Landkreis;103243;103471;103426;104425;104327
10043;Neunkirchen, Landkreis;131408;131172;130847;132283;132393
10044;Saarlouis, Landkreis;194319;193732;193661;195749;195945
10045;Saarpfalz-Kreis;142196;141656;140960;142419;142344
10046;Sankt Wendel, Landkreis;87007;86458;86170;86942;86988
11000;Berlin, kreisfreie Stadt;3669491;3664088;3677472;3755251;3782202
12051;Brandenburg an der Havel, kreisfreie Stadt;72184;72040;72461;73609;73921
12052;Cottbus, kreisfreie Stadt;99678;98693;98359;99515;100010
12053;Frankfurt (Oder), kreisfreie Stadt;57751;57015;56679;58230;58818
12054;Potsdam, kreisfreie Stadt;180334;182112;183154;185750;187119
12060;Barnim, Landkreis;185244;187343;188835;191849;193050
12061;Dahme-Spreewald, Landkreis;170791;173316;175834;178967;180242
12062;Elbe-Elster, Landkreis;101827;101085;100317;100902;99931
12063;Havelland, Landkreis;162996;164693;165906;169334;170556
12064;Märkisch-Oderland, Landkreis;195751;197195;197965;200292;201111
12065;Oberhavel, Landkreis;212914;214234;215795;218551;218855
12066;Oberspreewald-Lausitz, Landkreis;109371;108396;107558;108263;107547
12067;Oder-Spree, Landkreis;178803;179276;179245;182401;182960
12068;Ostprignitz-Ruppin, Landkreis;98861;98808;98829;99871;99929
12069;Potsdam-Mittelmark, Landkreis;216566;217954;219521;222570;223531
12070;Prignitz, Landkreis;76158;76096;75574;76045;75836
12071;Spree-Neiße, Landkreis;113720;113011;111955;112493;111966
12072;Teltow-Fläming, Landkreis;169997;171554;172545;176648;178482
12073;Uckermark, Landkreis;118947;118250;117336;117845;117803
13001;Greifswald, kreisfreie Stadt (until 2011-09-03);-;-;-;-;-
13002;Neubrandenburg, kreisfreie Stadt (until 2011-09-03;-;-;-;-;-
13003;Rostock, kreisfreie Stadt;209191;209061;208400;209920;210795
13004;Schwerin, kreisfreie Stadt;95653;95609;95740;98596;98733
13005;Stralsund, kreisfreie Stadt (until 2011-09-03);-;-;-;-;-
13006;Wismar, kreisfreie Stadt (until 2011-09-03);-;-;-;-;-
13051;Bad Doberan, Landkreis (until 2011-09-03);-;-;-;-;-
13052;Demmin, Landkreis (until 2011-09-03);-;-;-;-;-
13053;Güstrow, Landkreis (until 2011-09-03);-;-;-;-;-
13054;Ludwigslust, Landkreis (until 2011-09-03);-;-;-;-;-
13055;Mecklenburg-Strelitz, Landkreis (until 2011-09-03);-;-;-;-;-
13056;Müritz, Landkreis (until 2011-09-03);-;-;-;-;-
13057;Nordvorpommern, Landkreis (until 2011-09-03);-;-;-;-;-
13058;Nordwestmecklenburg, Landkreis (until 2011-09-03);-;-;-;-;-
13059;Ostvorpommern, Landkreis (until 2011-09-03);-;-;-;-;-
13060;Parchim, Landkreis (until 2011-09-03);-;-;-;-;-
13061;Rügen, Landkreis (until 2011-09-03);-;-;-;-;-
13062;Uecker-Randow, Landkreis (until 2011-09-03);-;-;-;-;-
13071;Mecklenburgische Seenplatte, Landkreis;258074;258057;257525;259568;259312
13072;Rostock, Landkreis;215794;217072;217796;220807;221431
13073;Vorpommern-Rügen, Landkreis;224702;225383;225900;227683;227746
13074;Nordwestmecklenburg, Landkreis;157322;157975;158449;160288;160206
13075;Vorpommern-Greifswald, Landkreis;235623;235773;235451;237355;237184
13076;Ludwigslust-Parchim, Landkreis;211779;211844;211899;214161;214057
14161;Chemnitz, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14166;Plauen, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14167;Zwickau, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14171;Annaberg, Landkreis (until 2008-07-31);-;-;-;-;-
14173;Chemnitzer Land, Landkreis (until 2008-07-31);-;-;-;-;-
14177;Freiberg, Landkreis (until 2008-07-31);-;-;-;-;-
14178;Vogtlandkreis (until 2008-07-31);-;-;-;-;-
14181;Mittlerer Erzgebirgskreis (until 2008-07-31);-;-;-;-;-
14182;Mittweida, Landkreis (until 2008-07-31);-;-;-;-;-
14188;Stollberg, Landkreis (until 2008-07-31);-;-;-;-;-
14191;Aue-Schwarzenberg, Landkreis (until 2008-07-31);-;-;-;-;-
14193;Zwickauer Land, Landkreis (until 2008-07-31);-;-;-;-;-
14262;Dresden, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14263;Görlitz, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14264;Hoyerswerda, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14272;Bautzen, Landkreis (until 2008-07-31);-;-;-;-;-
14280;Meißen, Landkreis (until 2008-07-31);-;-;-;-;-
14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-
14285;Riesa-Großenhain, Landkreis (until 2008-07-31);-;-;-;-;-
14286;Löbau-Zittau, Landkreis (until 2008-07-31);-;-;-;-;-
14287;Sächsische Schweiz, Landkreis (until 2008-07-31);-;-;-;-;-
14290;Weißeritzkreis (until 2008-07-31);-;-;-;-;-
14292;Kamenz, Landkreis (until 2008-07-31);-;-;-;-;-
14365;Leipzig, kreisfreie Stadt (until 2008-07-31);-;-;-;-;-
14374;Delitzsch, Landkreis (until 2008-07-31);-;-;-;-;-
14375;Döbeln, Landkreis (until 2008-07-31);-;-;-;-;-
14379;Leipziger Land, Landkreis (until 2008-07-31);-;-;-;-;-
14383;Muldentalkreis (until 2008-07-31);-;-;-;-;-
14389;Torgau-Oschatz, Landkreis (until 2008-07-31);-;-;-;-;-
14511;Chemnitz, kreisfreie Stadt;246334;244401;243105;248563;250681
14521;Erzgebirgskreis;334948;331917;328695;328850;326896
14522;Mittelsachsen, Landkreis;304099;301474;299329;300639;300308
14523;Vogtlandkreis;225997;223905;221376;222666;221953
14524;Zwickau, Landkreis;315002;312033;309621;310838;310111
14612;Dresden, kreisfreie Stadt;556780;556227;555351;563311;566222
14625;Bautzen, Landkreis;299758;298010;296290;297711;296506
14626;Görlitz, Landkreis;252725;250558;248273;249681;248479
14627;Meißen, Landkreis;241717;240371;239344;241343;241160
14628;Sächsische Schweiz-Osterzgebirge, Landkreis;245586;244722;244009;246204;246011
14713;Leipzig, kreisfreie Stadt;593145;597493;601866;616093;619879
14729;Leipzig, Landkreis;258139;258386;258214;260429;261573
14730;Nordsachsen, Landkreis;197741;197444;197529;199824;199688
15001;Dessau-Roßlau, kreisfreie Stadt;80103;79354;78731;79655;79686
15002;Halle (Saale), kreisfreie Stadt;238762;237865;238061;242083;242172
